ph,dissolved_oxygen,turbidity,conductivity,bod,nitrates,total_coliform,latitude,longitude,wqi
7.292,1.804,5.01,189.382,9.942,3.931,4.952,20.942,72.8,52.72
9.485,2.201,2.53,665.63,2.852,14.928,4.038,27.522,72.183,48.5
8.663,3.116,4.255,1403.834,2.641,2.628,0.941,18.618,83.701,57.67
7.768,8.738,23.101,836.461,1.945,2.167,1.06,13.865,85.819,69.26
6.378,2.956,20.555,814.812,2.091,14.232,1.701,28.495,81.925,44.58
7.808,13.585,8.916,254.633,9.104,4.256,1.591,29.176,85.37,71.28
7.372,6.807,16.43,51.145,5.901,6.205,4.783,32.913,73.231,59.46
6.917,7.52,13.478,1224.703,9.504,9.557,3.945,18.156,81.909,49.11
5.588,4.207,16.96,176.983,9.082,9.042,3.62,21.669,87.085,40.83
8.99,7.122,17.099,969.082,7.453,14.201,0.93,17.804,80.548,44.05
7.024,9.605,15.755,1376.194,8.393,12.506,4.548,14.941,87.704,45.36
5.876,10.765,6.726,352.545,0.711,12.923,4.139,28.278,81.085,71.6
6.655,10.8,1.071,1014.646,4.085,14.31,0.818,17.171,77.674,69.46
6.864,8.513,11.444,164.113,7.835,5.923,4.356,19.56,76.805,62.42
8.724,12.757,22.285,925.445,0.607,6.514,1.361,18.899,79.916,62.08
8.301,11.626,14.28,287.701,0.879,8.816,0.404,27.242,68.67,77.97
8.462,10.842,20.827,1117.133,10.297,6.218,3.284,32.78,87.387,46.61
5.05,1.723,24.791,486.785,8.366,19.7,3.269,26.002,92.508,22.51
6.873,1.089,4.174,721.917,3.552,16.3,0.475,20.733,78.284,53.09
7.166,3.762,17.325,919.174,8.412,3.377,1.594,29.039,69.335,47.09
5.086,9.626,16.89,298.346,9.613,0.211,4.964,25.306,96.616,53.3
6.169,6.346,24.501,1125.375,4.028,0.951,3.392,9.636,75.647,46.04
8.421,6.231,24.641,488.828,0.914,4.957,3.65,10.583,71.672,58.26
5.617,12.5,17.198,1010.439,11.227,2.374,1.065,9.024,78.723,55.46
7.409,12.642,6.166,279.51,4.47,10.713,0.394,20.334,89.418,79.07
5.968,12.819,19.984,1047.771,1.725,17.174,1.385,30.298,76.524,55.22
5.055,5.08,2.765,235.873,6.156,14.761,1.244,16.453,84.666,55.61
6.085,9.984,19.539,666.767,9.337,4.391,1.173,18.372,80.051,53.48
9.391,4.531,22.764,408.449,3.049,8.046,0.964,32.556,71.415,45.38
8.607,3.478,9.633,1135.144,3.599,10.207,2.874,30.596,77.578,50.7
9.318,3.4,15.803,429.951,3.291,16.223,1.641,25.956,89.021,42.29
7.195,5.447,10.811,1328.49,11.904,16.799,4.102,15.204,85.748,41.54
5.494,6.589,11.0,1343.139,2.77,18.203,0.92,11.16,71.474,52.54
7.466,11.802,7.828,334.84,7.118,10.234,2.323,8.434,72.736,69.7
7.045,2.559,19.077,940.077,11.141,13.916,0.068,10.889,86.581,36.53
8.8,10.554,23.411,177.191,2.189,2.325,2.408,15.9,91.589,67.37
5.441,7.909,23.525,617.729,11.665,11.349,0.279,22.898,78.135,42.19
7.197,4.743,4.452,1084.317,11.396,5.049,4.889,9.728,85.264,49.98
5.675,7.407,21.881,1006.164,10.673,8.691,3.953,11.678,72.949,37.13
6.461,4.899,18.462,955.816,2.967,12.718,2.451,12.889,77.03,47.31
8.318,8.749,6.396,459.684,7.792,5.214,0.433,25.064,68.588,67.62
7.142,6.64,1.775,598.136,9.25,1.138,2.962,24.626,90.28,67.72
6.691,3.137,6.773,199.272,11.839,0.304,3.794,22.871,79.629,55.11
6.775,2.516,22.814,1092.583,2.575,0.541,0.954,14.764,91.668,47.35
7.068,8.107,15.866,780.639,9.309,0.266,2.841,18.02,88.543,57.22
8.533,12.731,18.054,1077.71,4.396,2.296,4.071,10.611,92.034,57.98
9.014,5.471,6.503,410.968,2.52,4.866,3.841,14.114,76.284,65.05
9.299,10.529,18.013,520.435,5.346,4.502,4.015,32.238,73.368,54.82
8.541,9.563,0.8,534.612,9.629,19.737,4.397,34.452,96.185,62.1
6.419,13.11,9.446,87.326,5.846,6.19,4.688,25.487,88.803,67.44
8.097,11.673,15.706,544.519,6.682,2.636,2.028,32.754,92.187,65.53
6.969,8.366,3.738,1214.792,11.944,10.957,2.844,25.354,68.381,59.06
6.146,9.541,20.593,1351.083,5.09,17.173,3.953,8.896,78.279,42.49
8.784,12.679,5.952,801.417,7.577,13.593,3.486,34.913,89.542,57.01
5.173,6.194,16.342,710.477,4.7,5.992,4.978,10.672,70.262,45.04
9.058,5.248,10.189,94.696,5.017,11.276,0.068,26.431,84.453,62.49
7.077,1.141,14.941,1324.846,8.5,14.326,1.776,14.827,80.443,31.45
7.867,11.745,2.776,68.865,11.286,14.589,1.405,18.583,68.511,73.0
7.967,11.413,0.521,1419.888,6.737,13.364,1.312,25.44,74.843,66.37
9.028,2.358,22.748,759.364,9.337,17.429,1.113,19.785,76.259,28.0
7.865,8.499,6.814,545.805,1.526,17.415,3.546,14.765,71.244,73.82
7.763,7.032,20.51,1390.117,2.928,11.621,0.424,17.03,86.315,56.79
5.3,2.543,24.984,85.367,6.275,8.654,3.708,17.222,75.03,32.37
7.333,13.747,5.365,893.066,0.73,12.867,3.467,33.902,76.051,74.87
5.676,3.791,6.703,845.952,3.408,16.382,1.254,29.563,94.049,52.39
8.318,1.874,16.605,368.015,6.45,0.212,1.264,20.381,81.547,49.18
7.305,8.733,24.14,671.887,0.672,19.841,3.144,13.395,79.372,59.85
8.061,10.605,22.904,995.783,3.542,3.74,3.811,29.897,88.992,56.89
5.188,1.422,12.622,1104.34,6.411,9.458,4.382,12.244,94.379,30.06
5.382,9.563,19.898,51.039,7.091,17.453,4.261,13.682,68.726,48.04
8.223,7.92,3.48,1408.437,11.146,4.578,4.824,17.882,80.999,56.8
5.324,2.342,24.438,288.562,7.921,9.588,2.907,31.769,85.713,33.66
5.321,3.243,24.112,388.692,5.269,2.738,4.543,11.558,77.238,38.32
5.054,8.384,4.177,432.036,11.199,7.962,4.043,11.3,90.4,54.77
9.304,4.853,7.556,104.839,9.526,3.625,4.473,21.337,96.173,49.94
8.319,13.198,2.594,228.426,2.8,7.336,0.058,15.463,95.359,82.27
6.59,11.644,6.866,1480.207,2.005,7.532,4.83,23.356,75.713,66.4
6.334,13.786,20.417,507.064,8.272,19.864,2.368,20.194,74.564,47.04
6.574,4.376,9.52,217.187,6.939,19.897,3.991,19.744,95.767,51.34
8.486,13.606,2.301,205.137,9.581,2.384,0.636,11.023,81.3,77.13
7.976,6.606,8.621,1093.217,8.996,14.547,1.98,11.808,74.041,52.47
5.833,5.518,24.536,1289.125,7.69,1.13,1.357,30.169,88.503,37.05
5.783,1.655,15.779,422.581,11.843,0.701,1.458,31.919,76.248,39.27
5.443,1.686,10.462,80.319,6.636,2.196,0.616,14.336,75.75,51.1
7.971,9.996,4.247,373.481,1.801,19.313,4.029,11.063,93.498,73.89
8.44,6.953,24.656,131.948,10.025,18.823,0.046,9.442,72.712,50.09
6.193,3.945,20.539,199.923,3.396,3.959,1.563,24.424,69.867,53.68
5.094,8.982,7.109,675.687,9.439,3.317,0.872,27.315,75.806,59.21
5.37,4.287,1.845,383.382,11.507,4.887,2.945,18.066,85.601,51.04
9.355,8.509,1.51,798.122,8.513,10.359,1.271,26.351,71.57,60.21
6.33,5.67,3.097,417.566,7.354,11.437,1.295,27.25,81.676,60.16
8.462,11.706,14.561,1413.779,5.794,4.51,2.442,33.254,86.193,58.93
7.811,11.669,23.226,1363.619,4.691,15.157,3.263,9.752,92.613,48.83
6.719,7.206,12.469,871.869,4.56,6.26,0.607,13.192,74.666,62.4
5.926,5.561,21.089,563.915,7.818,18.45,0.878,9.85,91.703,39.16
5.546,5.713,11.203,602.663,9.14,13.169,1.236,31.436,74.812,46.5
7.768,11.474,17.744,647.186,8.303,8.783,4.869,29.4,87.626,52.17
8.486,5.266,18.324,1104.99,2.782,15.819,1.986,23.515,80.49,45.18
7.898,3.718,4.432,704.877,6.181,16.377,2.995,10.259,71.326,54.01
7.386,2.101,9.094,1292.258,9.604,5.881,1.208,15.379,88.714,43.42
5.189,7.067,15.969,1418.937,5.971,6.86,2.452,16.038,74.315,45.07
9.358,7.268,1.86,537.122,6.671,18.726,0.371,23.14,73.122,60.13
8.594,11.932,9.102,863.007,9.368,3.378,0.174,14.967,78.391,61.47
6.318,3.876,13.417,187.832,8.105,0.939,2.344,9.97,86.945,50.46
9.41,5.953,24.906,340.68,5.207,9.136,1.993,27.731,74.786,46.55
7.708,11.509,11.916,649.525,10.797,16.044,0.684,16.075,73.326,60.05
7.621,11.707,20.42,348.994,2.37,15.456,3.438,20.214,68.289,64.0
8.366,6.0,10.858,1321.013,11.948,18.399,4.965,11.447,81.678,40.55
8.653,6.969,19.93,279.515,1.867,10.711,1.978,29.669,80.431,59.55
7.954,4.943,14.926,710.708,0.672,2.091,3.123,23.269,74.782,62.32
5.576,13.123,22.176,928.264,10.735,11.815,4.815,32.343,69.556,37.53
6.522,2.542,10.332,1053.203,3.317,15.59,4.158,21.378,80.448,45.72
9.176,13.139,15.147,605.451,8.892,1.957,2.318,33.418,90.858,58.25
6.011,9.89,15.787,1310.194,9.827,3.536,3.687,32.08,88.743,44.88
6.675,7.91,10.493,874.063,10.378,0.345,0.641,23.564,92.963,63.5
6.944,1.425,3.693,687.286,11.903,11.914,2.561,33.215,68.278,46.65
6.977,7.183,2.43,147.499,3.881,17.746,1.395,16.723,96.026,74.47
7.758,6.301,0.515,723.8,8.668,13.446,0.806,17.872,77.901,62.74
9.244,3.096,21.851,1240.067,1.827,19.643,2.131,9.228,96.722,32.63
6.083,9.533,5.988,941.084,5.178,1.354,0.655,23.908,75.326,70.93
5.547,13.625,5.367,1256.636,10.252,18.07,3.495,27.492,81.675,46.93
5.889,8.308,18.427,766.317,4.728,16.3,2.281,28.885,78.264,47.78
8.991,10.292,8.068,221.769,7.298,6.353,2.656,12.045,78.317,62.75
7.906,1.89,12.701,69.778,6.293,19.473,0.732,19.992,92.426,50.65
6.287,6.43,4.147,489.668,7.928,5.83,0.699,12.775,89.646,62.78
8.672,2.513,23.998,1062.086,11.688,17.797,2.917,25.877,96.772,26.21
8.876,8.966,21.304,1195.877,1.141,17.627,4.925,12.265,85.792,50.45
8.809,13.2,21.608,478.842,7.101,15.177,0.481,32.412,81.434,51.15
9.135,9.603,10.229,768.698,10.425,11.313,1.429,14.227,70.612,55.25
6.135,1.998,19.083,660.622,6.036,2.488,4.347,15.868,96.9,36.76
8.398,5.611,3.683,645.258,1.403,10.686,0.361,30.974,83.994,70.87
7.072,8.159,0.315,385.456,6.946,7.2,4.379,20.379,88.314,69.13
8.789,6.242,0.597,247.738,4.319,15.865,2.621,8.648,79.796,66.12
8.278,11.837,14.706,335.198,2.282,15.187,2.041,21.354,83.884,69.27
8.494,11.591,11.439,130.232,10.264,18.221,1.548,10.283,95.335,58.73
7.953,8.954,12.999,337.29,6.498,0.395,1.486,34.604,72.826,72.53
5.798,5.855,0.286,63.341,11.233,16.201,1.529,23.879,76.479,58.58
7.453,4.319,10.625,959.525,9.769,18.775,4.424,14.926,72.41,43.5
9.431,2.376,17.98,508.744,8.469,15.807,3.619,23.22,90.974,25.66
9.218,5.614,11.123,1461.06,0.558,2.691,3.349,10.075,69.799,54.29
5.194,6.371,18.332,330.89,5.42,1.717,3.994,29.597,70.367,48.84
5.742,9.786,5.902,551.451,2.771,0.515,1.286,32.984,76.656,76.57
5.593,9.556,20.347,568.87,10.974,12.612,3.09,31.61,82.911,43.44
8.267,1.911,14.752,62.255,2.508,12.63,2.3,17.227,79.782,55.45
8.68,6.138,5.348,1266.852,3.79,19.74,3.912,16.796,69.3,53.69
5.961,3.363,5.994,96.392,6.444,8.021,1.546,8.947,95.767,54.24
7.276,3.039,15.738,1413.261,3.529,6.705,3.216,25.588,95.633,47.46
8.783,11.755,20.765,1343.508,2.913,12.526,4.411,22.442,76.101,53.05
8.298,1.545,10.449,826.507,7.39,16.53,2.011,20.402,89.214,37.16
7.44,6.449,6.532,838.214,1.523,18.742,0.333,32.506,84.779,71.3
7.657,3.187,21.689,997.978,1.169,16.082,2.58,12.533,74.887,45.86
7.288,12.431,16.765,611.223,4.781,8.591,1.73,8.261,75.603,66.78
6.339,8.242,11.257,988.472,8.788,12.735,3.361,9.98,82.243,51.6
7.543,4.008,12.249,114.914,6.88,17.14,4.755,14.031,80.158,49.42
8.1,7.532,5.186,128.369,5.363,9.863,2.428,8.899,76.446,72.29
8.93,10.509,15.707,712.984,7.006,4.412,2.331,21.577,91.418,60.16
7.863,13.456,9.033,846.952,4.703,3.477,3.273,16.48,81.962,69.87
8.425,3.866,24.892,1337.336,11.266,0.103,0.517,12.873,86.991,40.13
5.72,12.52,12.057,201.758,1.131,14.393,1.268,28.252,73.489,68.52
7.077,13.146,12.199,1242.839,8.244,2.311,4.595,13.52,83.472,56.11
5.042,12.913,14.19,354.569,10.75,4.952,3.35,26.565,77.221,51.45
6.11,9.26,22.927,621.421,9.745,6.028,0.067,17.43,83.266,53.69
8.269,9.188,20.04,509.074,2.616,11.252,1.023,21.819,90.644,66.51
9.463,6.242,11.333,630.225,3.903,8.019,3.414,33.214,90.298,53.65
5.446,10.781,17.996,268.218,8.746,13.526,3.822,9.008,78.272,48.87
6.807,7.907,14.697,780.177,1.469,1.207,4.199,21.507,88.134,69.11
8.6,9.807,12.36,1212.382,9.836,2.566,1.461,31.069,95.297,58.18
5.918,6.57,4.889,690.224,8.767,10.034,4.655,23.875,86.144,49.8
7.498,10.509,11.652,761.39,8.89,6.806,2.765,15.476,72.304,61.81
8.299,11.718,6.221,1280.713,1.653,5.987,3.483,18.737,87.712,69.18
7.772,2.904,22.88,1073.784,8.754,1.434,2.984,26.367,71.042,39.04
5.846,11.828,8.452,761.159,8.318,17.925,0.614,32.052,93.291,53.55
6.599,8.024,23.811,423.659,10.056,13.867,4.816,9.109,82.983,44.54
8.527,11.981,13.373,1333.144,0.978,2.52,0.614,9.932,79.169,68.58
7.494,6.607,15.825,886.68,0.766,1.394,1.274,16.776,69.653,71.85
5.024,5.928,13.619,370.664,4.79,19.5,4.068,14.285,79.043,44.07
8.424,12.896,3.322,440.224,2.211,13.655,3.093,15.153,94.193,76.7
5.159,4.265,9.458,1214.543,6.921,8.407,4.191,13.974,68.609,38.99
8.356,11.975,2.569,114.011,11.05,14.064,2.579,13.287,81.765,69.92
5.911,7.292,15.612,1488.534,5.002,15.151,1.885,11.527,95.004,48.33
9.311,7.683,11.227,239.01,10.217,15.621,4.609,33.217,79.45,48.2
6.656,5.01,19.472,1204.299,0.503,9.61,0.181,11.893,80.417,53.39
6.471,8.45,5.59,622.424,2.438,8.655,4.281,13.519,84.778,68.08
5.67,5.228,4.198,763.713,0.85,0.319,1.154,14.649,81.425,65.96
6.375,1.511,10.218,1326.943,4.274,18.538,4.244,33.191,72.889,34.5
8.945,4.536,23.172,648.721,10.944,12.106,0.696,28.404,68.538,37.28
9.484,1.083,17.79,829.366,1.615,4.143,2.901,29.322,85.685,40.26
6.657,13.719,10.531,121.485,7.474,18.4,4.441,10.828,94.703,58.75
7.019,13.555,12.98,53.404,5.692,18.307,2.368,30.58,71.085,66.23
8.249,6.137,2.197,404.96,11.292,19.785,3.733,19.021,74.118,55.8
8.988,10.469,24.616,1036.845,1.909,17.494,4.023,15.096,78.737,47.91
7.669,5.495,16.694,225.834,2.938,19.956,3.682,23.545,91.454,57.0
6.762,9.724,7.207,214.955,0.84,4.969,4.627,30.199,75.809,77.43
6.857,11.471,14.687,645.893,5.49,16.861,2.234,29.024,93.58,58.7
8.13,13.308,2.826,989.364,3.695,16.478,0.866,32.03,69.594,73.29
5.014,6.203,24.149,1082.504,10.504,4.696,0.239,33.06,95.288,36.33
7.788,11.183,4.452,308.753,7.457,2.059,1.232,14.429,84.262,79.4
6.6,4.457,16.236,165.403,7.562,19.59,0.716,19.444,87.105,49.74
8.574,13.874,6.212,1413.576,6.617,5.991,2.79,8.395,78.663,60.04
5.418,1.335,17.967,427.966,1.556,17.431,0.925,31.742,90.678,39.48
7.647,8.846,19.443,1287.352,5.618,0.182,0.195,12.173,72.83,62.47
7.164,9.574,16.868,1302.063,11.994,0.518,0.18,31.26,69.418,60.89
7.89,9.945,15.401,1170.158,10.105,9.371,4.158,16.893,79.47,50.56
5.292,2.565,22.322,294.809,10.775,4.85,2.957,17.94,92.757,33.1
7.61,13.201,2.058,1241.612,9.967,13.828,1.79,9.057,89.893,65.92
7.527,3.355,8.34,1165.413,1.685,11.355,4.471,16.826,82.998,54.4
7.523,9.096,6.282,915.248,3.116,1.642,0.351,31.986,84.592,79.97
7.716,3.895,24.702,538.943,0.536,3.336,4.902,8.69,71.767,56.08
8.044,4.994,9.796,430.637,3.99,7.822,3.081,18.971,92.38,61.36
8.622,8.104,18.342,226.739,1.749,3.794,0.917,8.848,90.822,68.45
6.214,6.424,17.15,789.148,5.937,15.865,3.395,18.015,87.038,43.73
8.713,3.083,5.381,898.628,8.287,8.38,3.817,12.661,81.52,43.86
7.242,3.222,6.051,571.042,10.557,1.959,2.147,14.81,95.969,54.15
5.347,6.436,7.104,739.271,9.116,9.738,4.308,31.695,93.492,46.98
5.263,10.845,10.337,577.096,11.294,1.908,0.754,19.773,86.688,58.54
6.504,12.674,5.935,979.459,1.12,2.666,1.394,15.393,78.782,73.35
8.532,2.094,0.589,1356.826,0.64,4.868,0.467,23.912,85.923,63.25
8.185,6.11,21.997,287.684,8.105,17.205,1.054,11.837,84.688,44.47
8.549,2.303,24.144,603.043,3.828,18.5,1.194,15.004,79.433,41.88
7.328,1.216,8.605,254.259,3.415,16.543,4.588,22.749,76.894,50.09
6.981,9.602,8.529,956.168,4.305,6.748,0.391,14.413,79.803,70.07
5.664,8.832,0.277,1106.862,3.603,5.522,2.137,26.336,84.643,70.15
6.477,3.119,17.038,1401.273,6.382,11.028,2.662,21.27,80.416,35.13
6.953,4.04,20.653,454.364,5.562,14.465,4.493,28.844,75.644,40.66
5.399,1.308,3.751,1427.806,6.393,19.868,4.988,33.603,90.068,31.89
5.993,11.854,4.076,141.731,8.236,2.718,3.767,11.127,83.413,65.46
7.692,13.671,19.773,924.37,4.952,1.081,4.854,17.036,69.963,57.61
8.31,2.761,15.446,132.842,3.39,13.918,3.936,16.628,78.681,51.75
9.493,4.009,1.217,1345.973,2.411,16.661,4.816,12.082,93.662,48.54
9.199,12.289,15.601,818.223,4.519,16.942,3.536,29.878,89.902,51.24
7.892,13.044,7.792,1020.555,9.031,13.601,0.399,28.517,77.374,61.87
6.896,6.455,9.281,1255.782,9.202,19.085,2.01,21.079,95.207,48.38
7.863,1.658,19.266,267.95,8.169,10.269,3.233,22.52,70.221,40.15
8.535,1.512,20.292,105.958,3.191,18.285,1.754,9.608,95.876,42.26
5.533,8.461,10.069,1324.378,7.263,19.359,1.367,22.999,75.125,48.05
6.845,6.108,23.684,506.653,7.063,16.958,2.887,29.366,68.264,42.33
8.779,1.372,10.221,237.019,6.069,6.264,4.668,23.493,80.58,44.4
6.727,8.582,19.319,729.269,6.825,4.005,0.175,15.163,78.41,59.61
7.573,1.147,12.149,917.544,6.156,11.008,3.846,26.024,83.634,41.87
7.645,11.236,22.449,94.907,7.003,9.115,3.614,17.76,91.106,59.98
5.83,4.984,22.703,448.599,8.728,17.567,4.82,22.712,92.43,31.51
6.63,1.523,2.277,97.56,1.761,2.091,4.654,21.164,79.636,62.16
6.505,8.649,23.419,659.486,9.121,5.229,3.811,18.292,80.466,46.2
5.118,6.17,20.656,1347.895,2.063,15.061,2.602,27.41,72.297,39.15
5.109,13.659,19.804,1474.846,1.266,1.99,1.021,31.865,69.379,60.08
8.743,8.075,5.103,973.719,11.725,6.483,2.726,8.141,86.595,56.6
6.229,4.578,20.147,284.375,11.505,7.804,3.827,33.208,69.869,40.11
7.331,10.223,21.268,1363.482,1.195,12.49,4.478,21.811,89.281,56.71
6.344,4.529,7.3,798.559,5.597,3.247,3.949,26.92,83.634,53.29
9.233,12.755,23.811,272.937,2.642,17.226,0.976,31.102,73.759,57.7
6.167,5.871,1.342,1386.504,6.081,9.006,2.998,20.612,83.646,57.09
6.933,8.148,3.833,1148.33,10.047,18.349,1.661,30.544,73.307,58.35
8.927,1.657,13.486,1110.973,11.432,9.411,0.046,12.796,80.723,34.68
8.789,6.54,14.437,1078.312,7.794,5.573,1.001,12.298,91.187,53.49
5.837,11.821,16.164,340.493,4.57,2.922,0.566,25.752,81.396,65.97
8.612,11.473,0.523,355.96,7.438,0.175,4.214,31.494,72.312,71.33
7.062,3.916,24.013,1048.025,4.088,10.69,1.293,32.096,88.991,47.12
7.173,3.939,1.21,368.598,10.963,2.232,1.423,25.381,73.416,63.6
5.601,11.625,3.662,686.074,10.51,7.895,4.8,22.188,89.418,59.43
5.363,13.095,0.449,1183.903,6.92,11.827,1.895,16.948,81.901,57.79
8.276,2.24,14.215,1186.731,4.235,5.586,0.048,34.46,81.159,50.71
7.234,6.851,23.313,707.23,3.874,3.587,1.419,16.632,92.692,59.61
6.966,5.387,16.682,1198.675,0.884,15.517,0.596,28.093,88.55,57.73
8.283,12.319,20.584,1266.002,9.882,18.941,0.514,22.364,68.954,48.82
8.445,2.086,0.431,999.425,5.679,2.099,0.387,24.43,76.589,56.91
5.715,3.745,13.596,381.217,4.239,3.196,2.966,18.624,93.257,53.07
7.746,10.782,11.543,447.317,5.918,19.204,0.947,34.05,68.531,64.15
5.609,1.667,12.524,506.52,9.915,0.852,1.806,23.435,83.812,39.27
8.381,7.403,1.898,219.366,1.933,19.555,4.31,33.32,89.107,69.9
7.956,6.747,17.142,446.081,10.363,0.192,2.122,8.205,86.034,57.69
9.305,5.347,12.63,353.803,10.821,17.486,4.578,23.462,90.055,39.9
5.31,6.129,19.152,710.227,11.387,6.216,2.49,27.364,89.045,39.37
5.257,7.889,12.184,1367.234,5.071,18.778,1.994,28.117,88.069,46.31
6.27,3.098,3.82,201.496,2.997,6.407,3.752,32.434,91.825,62.2
